"Run/Debug","Execute","Ctrl+U","In Windows","org.eclipse.jdt.debug.ui.commands.Execute"
"Source","Quick Assist - Rename in file","Ctrl+2, R","Editing Java Source","org.eclipse.jdt.ui.correction.renameInFile.assist"
"Navigate","Open Remote Task","Ctrl+Alt+Shift+F12","In Windows","org.eclipse.mylyn.tasks.ui.command.openRemoteTask"
"Run/Debug","Previous Page of Memory","Ctrl+Shift+,","In Table Memory Rendering","org.eclipse.debug.ui.command.prevpage"
"Navigate","Matching Character","Ctrl+Shift+P","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.goto.matching.bracket"
"Run/Debug","EOF","Ctrl+Z","In I/O Console","org.eclipse.debug.ui.commands.eof"
"Edit","Paste","Ctrl+V","In Dialogs and Windows","org.eclipse.ui.edit.paste"
"Search","Show Occurrences in File Quick Menu","Ctrl+Shift+U","In Windows","org.eclipse.jdt.ui.edit.text.java.search.occurrences.in.file.quickMenu"
"Refactor - Java","Show Refactor Quick Menu","Alt+Shift+T","In Windows","org.eclipse.jdt.ui.edit.text.java.refactor.quickMenu"
"Source","Format","Alt+J, F","In Dialogs and Windows","org.eclipse.jdt.ui.edit.text.java.format"
"Run/Debug","Run Gradle Test","Ctrl+Alt+X, G","In Windows","org.eclipse.buildship.ui.shortcut.test.run"
"Refactor - Java","Inline","Alt+Shift+I","In Windows","org.eclipse.jdt.ui.edit.text.java.inline"
"Views","Show View (History)","Alt+Shift+Q, Z","In Windows","org.eclipse.ui.views.showView"
"Window","Show Contributing Plug-in","Alt+Shift+F3","In Dialogs and Windows","org.eclipse.ui.window.spy"
"Navigate","Open from Clipboard","Ctrl+Shift+V","In Windows","org.eclipse.jdt.debug.ui.command.OpenFromClipboard"
"Navigate","Forward History","Alt+Right","In Windows","org.eclipse.ui.navigate.forwardHistory"
"Database Tools","Edit in SQL Query Builder...","Alt+Q","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.DMLDialogSelectionAction"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.structure.select.enclosing"
"Database Tools","Run","Ctrl+Alt+R","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.runAction"
"Task Repositories","Mark Task Incomplete","Alt+Shift+I","In Tasks View","org.eclipse.mylyn.tasks.ui.command.markTaskIncomplete"
"Terminal view commands","Paste","Ctrl+Shift+V","Terminal Control in Focus","org.eclipse.tm.terminal.paste"
"Run/Debug","Run Java Application","Alt+Shift+X, J","In Windows","org.eclipse.jdt.debug.ui.localJavaShortcut.run"
"Run/Debug","Terminate","Alt+D, Alt+T","Debugging","org.eclipse.debug.ui.commands.Terminate"
"Navigate","Open Declaration","F3","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.open.editor"
"Source","Quick Assist - Rename in file","Ctrl+2, R","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.correction.renameInFile.assist"
"Source","Toggle Comment","Alt+I, Alt+I","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"File","New (Java Project)","Alt+C, P","In Windows","org.eclipse.ui.newWizard"
"Task Editor","Submit Task","Alt+Shift+S","In Tasks Editor","org.eclipse.mylyn.tasks.ui.command.submitTask"
"Task Repositories","Mark Task Complete","Alt+Shift+C","In Tasks View","org.eclipse.mylyn.tasks.ui.command.markTaskComplete"
"Git","Paste Repository Path or URI","Ctrl+V","In Git Repositories View","org.eclipse.egit.ui.RepositoriesViewPaste"
"JavaScript Debug","Open Source","Alt+D, Alt+S","Debugging","org.eclipse.wst.jsdt.debug.ui.script.opensource"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text","org.eclipse.ui.edit.text.folding.expand_all"
"Source","Toggle Comment","Alt+I, Alt+I","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment"
"Navigate","Next Page","Alt+F7","In Windows","org.eclipse.ui.part.nextPage"
"Database Tools","Execute Current Text","Alt+S","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.ExecuteCurrentAction"
"Navigate","Previous Page","Ctrl+Shift+F5","In Faces Config Editor","org.eclipse.ui.part.previousPage"
"Navigate","Go to Line","Alt+G, L","Editing Text","org.eclipse.ui.edit.text.goto.line"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","In Windows","org.eclipse.jdt.ui.navigate.open.type.in.hierarchy"
"Run/Debug","Debug JUnit Test","Alt+Shift+D, T","In Windows","org.eclipse.jdt.junit.junitShortcut.debug"
"Views","Refresh View (Gradle Tasks)","F5","In Gradle Tasks View","org.eclipse.buildship.ui.commands.refreshtaskview"
"Run/Debug","Run Java Applet","Alt+Shift+X, A","In Windows","org.eclipse.jdt.debug.ui.javaAppletShortcut.run"
"Uncategorized","Show Markup Cheat Sheet","F1","WikiText Markup Source Context","org.eclipse.mylyn.wikitext.ui.editor.showCheatSheetCommand"
"Navigate","Open Type","Ctrl+Shift+T","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.navigate.open.type"
"Git","Commit...","Ctrl+#","In Windows","org.eclipse.egit.ui.team.Commit"
"Terminal view commands","Terminal view insert","Alt+Y","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Text Editing","Toggle Overwrite","Insert","Editing Text","org.eclipse.ui.edit.text.toggleOverwrite"
"Terminal view commands","Terminal view insert","Alt+F","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Edit","Paste","Shift+Insert","In Dialogs and Windows","org.eclipse.ui.edit.paste"
"Run/Debug","All Instances","Ctrl+Shift+N","In Windows","org.eclipse.jdt.debug.ui.commands.AllInstances"
"Navigate","Go to Next Member","Ctrl+Shift+Down","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.goto.next.member"
"Navigate","Open Structure","Ctrl+F3","Editing Java Source","org.eclipse.jdt.ui.navigate.java.open.structure"
"Navigate","Open Manifest","Ctrl+Alt+Shift+M","In Windows","org.eclipse.pde.ui.openManifest"
"Edit","Select Next Element","Alt+Shift+Right","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.structure.select.next"
"Source","Indent Line","Ctrl+I","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.indent"
"Window","Preferences (Java > Debug > Detail Formatters)","Alt+D, Alt+B, P","Debugging","org.eclipse.ui.window.preferences"
"Edit","Rename","Alt+Shift+R","Editing JSP Source","org.eclipse.jst.jsp.ui.refactor.rename"
"Run/Debug","Toggle Memory Monitors Pane","Ctrl+T","In Memory View","org.eclipse.debug.ui.commands.toggleMemoryMonitorsPane"
"Navigate","Next Page","Ctrl+F5","Using Web Page Editor","org.eclipse.ui.part.nextPage"
"Task Repositories","Mark Task Read and Go To Previous Unread Task","Alt+Shift+Up","In Tasks View","org.eclipse.mylyn.tasks.ui.command.markTaskReadGoToPreviousUnread"
"Edit","Occurrences in File","Ctrl+Shift+A","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.search.find.occurrences"
"Run/Debug","Step Into","Alt+D, Alt+I","Debugging","org.eclipse.debug.ui.commands.StepInto"
"File","Close All","Ctrl+Shift+W","In Windows","org.eclipse.ui.file.closeAll"
"Terminal view commands","Terminal view insert","Alt+C","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Task Repositories","Mark Task Read and Go To Next Unread Task","Alt+Shift+Down","In Tasks View","org.eclipse.mylyn.tasks.ui.command.markTaskReadGoToNextUnread"
"Run/Debug","Debug on Server","Alt+Shift+D, R","In Windows","org.eclipse.wst.server.launchShortcut.debug"
"SQL Results View","Terminate Result","Ctrl+Break","In Windows","org.eclipse.datatools.sqltools.result.terminate"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editor Breadcrumb Navigation","org.eclipse.jdt.ui.edit.text.java.gotoBreadcrumb"
"Run/Debug","Run XSLT Transformation","Alt+Shift+X, X","In Windows","org.eclipse.wst.xsl.debug.ui.launchshortcut.run"
"Run/Debug","Debug JUnit Plug-in Test","Alt+Shift+D, P","In Windows","org.eclipse.pde.ui.junitWorkbenchShortcut.debug"
"Text Editing","Zoom Out","Ctrl+-","Editing Text","org.eclipse.ui.edit.text.zoomOut"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.enclosing"
"Refactor - JavaScript","Move - Refactoring ","Alt+Shift+V","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.move.element"
"Edit","Undo","Ctrl+Z","In Dialogs and Windows","org.eclipse.ui.edit.undo"
"Refactor - JavaScript","Rename - Refactoring ","Alt+Shift+R","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.rename.element"
"Source","Remove Occurrence Annotations","Alt+Shift+U","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.remove.occurrence.annotations"
"Navigate","Search Repository for Task","Ctrl+Shift+F12","In Windows","org.eclipse.mylyn.tasks.ui.command.searchForTask"
"Search","Find Text in Workspace","Ctrl+Alt+G","In Windows","org.eclipse.search.ui.performTextSearchWorkspace"
"Text Editing","Open Hyperlink","F3","in Generic Code Editor","org.eclipse.ui.edit.text.open.hyperlink"
"Edit","Redo","Ctrl+Y","In Dialogs and Windows","org.eclipse.ui.edit.redo"
"Edit","Quick Fix","Alt+J, R","In Dialogs and Windows","org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals"
"Navigate","Open Type Hierarchy","F4","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.open.type.hierarchy"
"Edit","Select Previous Element","Alt+Shift+Left","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.previous"
"Run/Debug","Debug XSLT Transformation","Alt+Shift+D, X","In Windows","org.eclipse.wst.xsl.debug.ui.launchshortcut.debug"
"File","Close","Ctrl+F4","In Windows","org.eclipse.ui.file.close"
"Edit","Quick Diff Toggle","Ctrl+Shift+Q","Editing Text","org.eclipse.quickdiff.toggle"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows","org.eclipse.jdt.ui.edit.text.java.open.call.hierarchy"
"Navigate","Open Type","Ctrl+Shift+T","In Windows","org.eclipse.jdt.ui.navigate.open.type"
"Source","Quick Assist - Assign to var","Ctrl+2, F","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.correction.assignToField.assist"
"File","New (Class)","Alt+C, C","In Windows","org.eclipse.ui.newWizard"
"Window","Show View Menu","Ctrl+F10","In Dialogs and Windows","org.eclipse.ui.window.showViewMenu"
"Edit","Matching Tag","Ctrl+Shift+>","Editing in Structured Text Editors","org.eclipse.wst.xml.ui.gotoMatchingTag"
"Navigate","Open Structure","Ctrl+F3","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.navigate.java.open.structure"
"Edit","Restore Last Selection","Alt+Shift+Down","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.select.last"
"Edit","Next Sibling","Ctrl+Shift+Down","Editing in Structured Text Editors","org.eclipse.wst.xml.ui.nextSibling"
"Window","Next Perspective","Ctrl+F8","In Windows","org.eclipse.ui.window.nextPerspective"
"Database Tools","Execute Selected Text","Alt+X","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.ExecuteSelectionAction"
"File","Print","Ctrl+P","In Windows","org.eclipse.ui.file.print"
"File","Rename","F2","In Windows","org.eclipse.ui.edit.rename"
"Edit","Select Next Element","Alt+Shift+Right","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.select.next"
"Navigate","Next Page","Ctrl+F5","In Faces Config Editor","org.eclipse.ui.part.nextPage"
"Run/Debug","Coverage JUnit Plug-in Test","Alt+Shift+E, P","In Windows","org.eclipse.eclemma.ui.junitPluginShortcut.coverage"
"Window","Next Editor","Ctrl+Tab","In Windows","org.eclipse.ui.window.nextEditor"
"Terminal view commands","Terminal view insert","Alt+B","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Terminal view commands","Terminal view insert","Alt+P","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Refactor - JavaScript","Show Refactor Quick Menu","Alt+Shift+T","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.refactor.quickMenu"
"EMF Code Generation","Generate Code","Alt+Shift+G","In Windows","org.eclipse.emf.codegen.ecore.ui.Generate"
"Window","Previous View","Ctrl+Shift+F7","In Windows","org.eclipse.ui.window.previousView"
"Source","Uncomment","Alt+I, U","In Windows","org.eclipse.wst.jsdt.ui.edit.text.java.uncomment"
"Edit","Select Next Element","Alt+Shift+Right","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.next"
"Run/Debug","Java Breakpoint Properties","Alt+D, Alt+B, P","In Breakpoints View","org.eclipse.jdt.debug.ui.breakpoint.properties"
"Web Page Editor Layout","Horizontal Layout","Ctrl+Shift+F10","Using Web Page Editor","org.eclipse.jst.pagedesigner.horizotal"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text","org.eclipse.ui.edit.text.copyLineUp"
"Text Editing","Join Lines","Ctrl+Alt+J","Editing Text","org.eclipse.ui.edit.text.join.lines"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text","org.eclipse.ui.edit.text.showRulerContextMenu"
"Window","Show System Menu","Alt+-","In Windows","org.eclipse.ui.window.showSystemMenu"
"Run/Debug","Coverage Scala Application","Alt+Shift+E, L","In Windows","org.eclipse.eclemma.ui.scalaShortcut.coverage"
"Navigate","Show In (Problems)","Alt+L, E","In Windows","org.eclipse.ui.navigate.showIn"
"Edit","Content Assist","Alt+J, Alt+J","In Dialogs and Windows","org.eclipse.ui.edit.text.contentAssist.proposals"
"Run/Debug","Debug Ant Build","Alt+Shift+D, Q","In Windows","org.eclipse.ant.ui.antShortcut.debug"
"Task Repositories","Mark Task Incomplete","Alt+Shift+I","In Tasks Editor","org.eclipse.mylyn.tasks.ui.command.markTaskIncomplete"
"Terminal view commands","Terminal view insert","Alt+A","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Run/Debug","Run to Line","Alt+D, Alt+L","Debugging","org.eclipse.debug.ui.commands.RunToLine"
"ASA 9.x table schema editor","Cut","Alt+X","In Windows","org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples.tableschemaeditor.cutcolumn"
"File","Properties","Alt+Enter","In Windows","org.eclipse.ui.file.properties"
"Run/Debug","Toggle Line Breakpoint","Alt+D, Alt+B, A","Editing Text","org.eclipse.debug.ui.commands.ToggleLineBreakpoint"
"Navigate","Quick Outline","Ctrl+Shift+O","Task Markup Editor Source Context","org.eclipse.mylyn.wikitext.ui.quickOutlineCommand"
"Focused UI","Make Less Interesting","Ctrl+Alt+Shift+Down","In Windows","org.eclipse.mylyn.context.ui.commands.interest.decrement"
"Run/Debug","Coverage Eclipse Application","Alt+Shift+E, E","In Windows","org.eclipse.eclemma.ui.workbenchShortcut.coverage"
"Source","Surround With Quick Menu","Alt+Shift+Z","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.surround.with.quickMenu"
"Database Tools","Execute Selected Text As One Statement","Alt+C","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.ExecuteAsOneStatementAction"
"Text Editing","Select Previous Word","Ctrl+Shift+Left","Editing Text","org.eclipse.ui.edit.text.select.wordPrevious"
"Source","Toggle Comment","Alt+I, Alt+I","Editing Properties Files","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Terminal Commands","Open Local Terminal on Selection","Ctrl+Alt+Shift+T","In Windows","org.eclipse.tm.terminal.view.ui.command.launchToolbar"
"Refactor - Java","Move - Refactoring ","Alt+Shift+V","In Windows","org.eclipse.jdt.ui.edit.text.java.move.element"
"Text Editing","Select Line End","Shift+End","Editing Text","org.eclipse.ui.edit.text.select.lineEnd"
"Views","Show View (Variables)","Alt+Shift+Q, V","In Windows","org.eclipse.ui.views.showView"
"Source","Toggle Ant Mark Occurrences","Alt+Shift+O","Editing Ant Buildfiles","org.eclipse.ant.ui.toggleMarkOccurrences"
"Terminal view commands","Terminal view insert","Alt+G","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Views","Show View (Synchronize)","Alt+Shift+Q, Y","In Windows","org.eclipse.ui.views.showView"
"File","Save All","Ctrl+Shift+S","In Windows","org.eclipse.ui.file.saveAll"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text","org.eclipse.ui.edit.text.deletePreviousWord"
"Navigate","Quick Outline","Ctrl+O","WikiText Markup Source Context","org.eclipse.mylyn.wikitext.ui.quickOutlineCommand"
"Server","Debug","Ctrl+Alt+D","In Servers View","org.eclipse.wst.server.debug"
"Text Editing","Line Start","Home","Editing Text","org.eclipse.ui.edit.text.goto.lineStart"
"Run/Debug","Run Ant Build","Alt+Shift+X, Q","In Windows","org.eclipse.ant.ui.antShortcut.run"
"Navigate","Open Maven POM","Alt+Shift+P","In Windows","org.eclipse.m2e.core.ui.command.openPom"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows","org.eclipse.ui.navigate.previousSubTab"
"Navigate","Go To Previous Unread Task","Alt+Up","In Tasks View","org.eclipse.mylyn.tasks.ui.command.goToPreviousUnread"
"Window","Switch to Editor","Ctrl+Shift+E","In Windows","org.eclipse.ui.window.switchToEditor"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows","org.eclipse.ui.navigate.nextSubTab"
"Views","Show View (Outline)","Alt+Shift+Q, O","In Windows","org.eclipse.ui.views.showView"
"Text Editing","Scroll Line Up","Ctrl+Up","Editing Text","org.eclipse.ui.edit.text.scroll.lineUp"
"Uncategorized","Add Artifact to Target Platform","Ctrl+Alt+Shift+A","In Windows","org.eclipse.pde.ui.searchTargetRepositories"
"Refactor - Java","Extract Method","Alt+Shift+M","In Windows","org.eclipse.jdt.ui.edit.text.java.extract.method"
